,city,state,zipcode,address,year_built_homefinder,bed_homefinder,bath_homefinder,ptype_homefinder,price_homefinder,sqft_homefinder,desc_homefinder,nbhd_homefinder,year_built_realtor,bed_realtor,bath_realtor,ptype_realtor,price_realtor,sqft_realtor,tags_realtor,year_built_homes,bed_homes,bath_homes,ptype_homes,price_homes,sqft_homes,description_homes
67,KENT,OH,44240,STINAFF,0.0,0.0,0.0,Raw Land,20000.0,0.0,"Great build able lot. Additional lot availiable and adjacent to this. price at $43,000 for both S/L 167 Near KSU and freeways.",,,,0.0,land,20000.0,,,,,,,,,
68,KENT,OH,44240,STINAFF,0.0,0.0,0.0,Raw Land,20000.0,0.0,"Great build able lot. Additional lot availiable and adjacent to this. price at $43,000 for both S/L 167 Near KSU and freeways.",,,,0.0,land,25000.0,,,,,,,,,
69,KENT,OH,44240,STINAFF,0.0,0.0,0.0,Raw Land,25000.0,0.0,"Buildable lot on nice street in Kent. Near KSU and freeways. Additional lot availiable and adjacent to this. price at $43,000 for both S/L 167",,,,0.0,land,20000.0,,,,,,,,,
70,KENT,OH,44240,STINAFF,0.0,0.0,0.0,Raw Land,25000.0,0.0,"Buildable lot on nice street in Kent. Near KSU and freeways. Additional lot availiable and adjacent to this. price at $43,000 for both S/L 167",,,,0.0,land,25000.0,,,,,,,,,
71,KENT,OH,44240,3679 ELMHURST CT,1960.0,3.0,2.0,Single Family Home,110000.0,1111.0,"Welcome to this adorable ranch home located in Field Local School District.  This inviting abode offers 3 nicely sized bedrooms and 2 baths.  There is a galley kitchen that comes fully applianced.  There is a spacious fenced in back yard with a fire pit and storage shed.  This home has been well maintained and is awaiting a new owner.  Updates include central air in 2019, furnace in 2012, and roof in 2013.  This would make a perfect starter home.  Don't forget the attached garage.  Stop looking and start packing.  Call to schedule a showing today!!",,1960.0,3.0,2.0,single_family,110000.0,1111.0,"['central_air', 'forced_air', 'community_outdoor_space', 'single_story', 'garage_1_or_more', 'fenced_yard', 'farm', 'ranch']",1960.0,3.0,2.0,house,110000.0,1111.0,"Welcome to this adorable ranch home located in Field Local School District. This inviting abode offers 3 nicely sized bedrooms and 2 baths. There is a galley kitchen that comes fully applianced. There is a spacious fenced in back yard with a fire pit and storage shed. This home has been well maintained and is awaiting a new owner. Updates include central air in 2019, furnace in 2012, and roof in 2013. This would make a perfect starter home. Don't forget the attached garage. Stop looking and start packing. Call to schedule a showing today!!"
72,KENT,OH,44240,465 DEIDRICK ROAD,1974.0,3.0,2.0,Single Family Home,265000.0,1776.0,"UPDATED/OPEN/NEUTRAL 3 BEDROOM HOME COMPLETE WITH 25 X 12 FINISHED LOWER LEVEL, WIDER/DEEPER/INSULATED 2-CAR GARAGE, COVERED MAINTENANCE-FREE FRONT PORCH, HUGE DECK, OVER-SIZED SHED/OUTBUILDING ALL ON ABSOLUTELY BEAUTIFUL/STUNNING/DEEP .50 WOODED ACRE LOT LITERALLY MINUTES TO MIDDLEBURY KAYAK/BOAT LAUNCH, FREEDOM TRAIL BIKE & HIKE TRAIL AND METRO/FIRST ENERGY BIKE & HIKE TRAIL (GOES TO PENINSULA--INCLUDES MOUNTAIN BIKE TRAILS/JUMPS IN WOODS!)  ALSO LITERALLY 5 MIN TO BOTH NEWER STOW/KENT AND COLLEGE TOWN KENT/ACORN ALLEY SHOPPING PLAZAS & EATERIES!! HOME FEATURES INVITING FOYER; EXTRA-LARGE DINING ROOM WITH 6 RECESSED LIGHTS; TO-DIE-FOR CHEF'S DELIGHT GRANITE EAT-IN KITCHEN WITH DOUBLE PANTRY, DEEP 2-SIDED PREP SINK & DOUBLE-WIDE SUBWAY-TILED BACKSPLASH; OFFICE; LARGE FAMILY ROOM WITH BRUNCO WOOD-BURNING STOVE (COULD HEAT MOST OF HOME) & RECLAIMED BARN-BEAMED MANTEL OVERLOOKING BOTH KITCHEN & MULTI-WINDOWED SUN ROOM. 1/2 BATH.  ENTIRE BACK OF HOME HAS DREAMY REAR VIEWS OF THE WOODED REAR YARD.  HOME INCLUDES AWESOME OWNER SUITE WITH TWIN CLOSETS OVERLOOKING REAR YARD; 2 ADDITIONAL GREAT-SIZED BEDROOMS WITH EQUALLY GOOD-SIZED CLOSETS AND VERY COOL/SWANK COMMERCIAL GRADE MOSAIC/PORCELAIN-TILED BATH/SHOWER. NEWER HARDWOOD FLOORS THROUGH OUT EXCEPT FOR SUN ROOM AND BEDROOMS.  AWARD-WINNING KENT SCHOOLS.  LOCATION, LOCATION, LOCATION...BUT IT ALSO HAS ALL OF THE AMENITIES TOO!...BETTER THAN NEW CONSTRUCTION!! --NO SMALL GARAGE NOR POSTAGE-SIZED LOT--MAKE IT YOURS TODAY!!!",,,,,,,,,1974.0,3.0,2.0,house,265000.0,1776.0,"UPDATED/OPEN/NEUTRAL 3 BEDROOM HOME COMPLETE WITH 25 X 12 FINISHED LOWER LEVEL, WIDER/DEEPER/INSULATED 2-CAR GARAGE, COVERED MAINTENANCE-FREE FRONT PORCH, HUGE DECK, OVER-SIZED SHED/OUTBUILDING ALL ON ABSOLUTELY BEAUTIFUL/STUNNING/DEEP .50 WOODED ACRE LOT LITERALLY MINUTES TO MIDDLEBURY KAYAK/BOAT LAUNCH, FREEDOM TRAIL BIKE & HIKE TRAIL AND METRO/FIRST ENERGY BIKE & HIKE TRAIL (GOES TO PENINSULA--INCLUDES MOUNTAIN BIKE TRAILS/JUMPS IN WOODS!) ALSO LITERALLY 5 MIN TO BOTH NEWER STOW/KENT AND COLLEGE TOWN KENT/ACORN ALLEY SHOPPING PLAZAS & EATERIES!! HOME FEATURES INVITING FOYER; EXTRA-LARGE DINING ROOM WITH 6 RECESSED LIGHTS; TO-DIE-FOR CHEF'S DELIGHT GRANITE EAT-IN KITCHEN WITH DOUBLE PANTRY, DEEP 2-SIDED PREP SINK & DOUBLE-WIDE SUBWAY-TILED BACKSPLASH; OFFICE; LARGE FAMILY ROOM WITH BRUNCO WOOD-BURNING STOVE (COULD HEAT MOST OF HOME) & RECLAIMED BARN-BEAMED MANTEL OVERLOOKING BOTH KITCHEN & MULTI-WINDOWED SUN ROOM. 1/2 BATH. ENTIRE BACK OF HOME HAS DREAMY REAR VIEWS OF THE WOODED REAR YARD. HOME INCLUDES AWESOME OWNER SUITE WITH TWIN CLOSETS OVERLOOKING REAR YARD; 2 ADDITIONAL GREAT-SIZED BEDROOMS WITH EQUALLY GOOD-SIZED CLOSETS AND VERY COOL/SWANK COMMERCIAL GRADE MOSAIC/PORCELAIN-TILED BATH/SHOWER. NEWER HARDWOOD FLOORS THROUGH OUT EXCEPT FOR SUN ROOM AND BEDROOMS. AWARD-WINNING KENT SCHOOLS. LOCATION, LOCATION, LOCATION...BUT IT ALSO HAS ALL OF THE AMENITIES TOO!...BETTER THAN NEW CONSTRUCTION!! --NO SMALL GARAGE NOR POSTAGE-SIZED LOT--MAKE IT YOURS TODAY!!!"
73,KENT,OH,44240,890 MARILYN DR,1968.0,3.0,2.0,Single Family Home,165000.0,1744.0,"Welcome Home!  This unique home has all the room a person could ask for!  Nice sized rooms with so many possibilities. The living area has a majestic wood burning fireplace for cold Ohio winters and central air to keep you cool during the summer months.  The family room has access to the back patio with a view of a well manicured backyard, and to bring some of the greenery of outdoors inside, there is a fabulous brick planters box separating the kitchen and family room area.  Roof and windows replaced within the last 5 years. New hot water heater.  Kitchen flooring replaced in 2019. 2 1/2 car garage with abundant storage.     All this house needs is your modern touches to make it the perfect place to call home.",,1968.0,3.0,2.0,single_family,165000.0,2212.0,"['central_air', 'cul_de_sac', 'family_room', 'fireplace', 'forced_air', 'community_outdoor_space', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",1968.0,3.0,2.0,house,165000.0,1744.0,"Welcome Home! This unique home has all the room a person could ask for! Nice sized rooms with so many possibilities. The living area has a majestic wood burning fireplace for cold Ohio winters and central air to keep you cool during the summer months. The family room has access to the back patio with a view of a well manicured backyard, and to bring some of the greenery of outdoors inside, there is a fabulous brick planters box separating the kitchen and family room area. Roof and windows replaced within the last 5 years. New hot water heater. Kitchen flooring replaced in 2019. 2 1/2 car garage with abundant storage. All this house needs is your modern touches to make it the perfect place to call home."
74,KENT,OH,44240,439 MAJORS LN,1991.0,4.0,3.0,Single Family Home,269000.0,2385.0,"Custom built, welcoming, spotless and meticulously maintained are a few words to describe this 4 bedroom home.  Enter the hard wood, open foyer to find the incredible great room accented with a beautiful gas fireplace and built ins.  French doors lead you to a vaulted sun room with hardwood floors and plenty of windows creating for an abundance of natural light.  The spacious kitchen offers plenty of cabinet and counter space, has under cabinet lighting, is open to the eating/dining area, and offers a pantry, corian counters and newer refrigerator and gas stove.  The first floor also features the master bedroom/full bath with walk in shower, laundry, and office or den.  The office could be a 5th bedroom if needed.  Six panel solid hard wood doors, wide moldings and taller than normal baseboards are extra features unique to this home.  You will not believe the walk in closets in 2 of the bedrooms on the 2nd level (one is 14 x 7 and another 18 x 10)!  The finished lower level is extremely nice as well and has a full bath, wet bar, cedar closet and utility sink room.  Off the sun room is a nice deck with private backyard, patio and built in gas grill to enjoy this summer. Newer shed.  If you are looking for first floor living, this home is a must see.  Home warranty is offered for peace of mind.  Updates include:  New carpeting on steps and 2nd floor - June, 2020; Gas stove - Sept, 2017; Shed - May, 2015; Leaf Fitter Gutter Guard - May, 2013; Furnace and AC - 2011; Roof- 2004",,1991.0,4.0,3.0,single_family,269000.0,3001.0,"['central_air', 'community_security_features', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'community_outdoor_space', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'private_backyard', 'master_bedroom']",1991.0,4.0,3.0,house,269000.0,2385.0,"Custom built, welcoming, spotless and meticulously maintained are a few words to describe this 4 bedroom home. Enter the hard wood, open foyer to find the incredible great room accented with a beautiful gas fireplace and built ins. French doors lead you to a vaulted sun room with hardwood floors and plenty of windows creating for an abundance of natural light. The spacious kitchen offers plenty of cabinet and counter space, has under cabinet lighting, is open to the eating/dining area, and offers a pantry, corian counters and newer refrigerator and gas stove. The first floor also features the master bedroom/full bath with walk in shower, laundry, and office or den. The office could be a 5th bedroom if needed. Six panel solid hard wood doors, wide moldings and taller than normal baseboards are extra features unique to this home. You will not believe the walk in closets in 2 of the bedrooms on the 2nd level (one is 14 x 7 and another 18 x 10)! The finished lower level is extremely nice as well and has a full bath, wet bar, cedar closet and utility sink room. Off the sun room is a nice deck with private backyard, patio and built in gas grill to enjoy this summer. Newer shed. If you are looking for first floor living, this home is a must see. Home warranty is offered for peace of mind. Updates include: New carpeting on steps and 2nd floor - June, 2020; Gas stove - Sept, 2017; Shed - May, 2015; Leaf Fitter Gutter Guard - May, 2013; Furnace and AC - 2011; Roof- 2004"
75,KENT,OH,44240,216 WEST ELM ST,1880.0,2.0,1.0,Single Family Home,69000.0,734.0,Nice starter home or investment opportunity. Updated furnace and hot water tank. Very cute inside. Call today for showing. Tenant occupied.,,,,,,,,,1880.0,2.0,1.0,house,69000.0,734.0,Nice starter home or investment opportunity. Updated furnace and hot water tank. Very cute inside. Call today for showing. Tenant occupied.
76,KENT,OH,44240,2721 LYNN RD,1960.0,3.0,3.0,Single Family Home,249900.0,1672.0,"Do you need a separate ""in-law suite"" or full apartment?  Do you want privacy and a few acres?  If so, you have just come to the right house! Click the link above that will take you to a 3D virtual tour of the home.  This lovely ranch offers 3 bedrooms upstairs (owners suite has a half bath), and an additional bedroom and living space with a kitchen off the garage on the lower level.  There is a fireplace in the eat in kitchen. An office off the kitchen keeps the new ""work from home"" people quiet away from the rest of the house, yet close enough to multi-task.  How about the bonus that the house gets free gas since there is a gas well on the property?  It also feeds a natural gas home generator that comes with the home!  The current owner made many repairs and changes to the home since they bought it. Here is your opportunity to get county living, yet stay close to everything.",,1960.0,3.0,3.0,single_family,249900.0,2672.0,"['central_air', 'den_or_office', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'community_outdoor_space', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'rental_property', 'farm', 'ranch', 'fixer_upper']",1960.0,3.0,3.0,house,249900.0,1672.0,"Do you need a separate ""in-law suite"" or full apartment? Do you want privacy and a few acres? If so, you have just come to the right house! Click the link above that will take you to a 3D virtual tour of the home. This lovely ranch offers 3 bedrooms upstairs (owners suite has a half bath), and an additional bedroom and living space with a kitchen off the garage on the lower level. There is a fireplace in the eat in kitchen. An office off the kitchen keeps the new ""work from home"" people quiet away from the rest of the house, yet close enough to multi-task. How about the bonus that the house gets free gas since there is a gas well on the property? It also feeds a natural gas home generator that comes with the home! The current owner made many repairs and changes to the home since they bought it. Here is your opportunity to get county living, yet stay close to everything."
77,KENT,OH,44240,3782 OLMSBY DR,1977.0,3.0,2.0,Single Family Home,117500.0,864.0,This house is the perfect starter home or investment property. Well built just add your own finishing touches. Priced to sell!,,1977.0,3.0,2.0,single_family,117500.0,1614.0,"['central_air', 'family_room', 'forced_air', 'basement', 'single_story', 'investment_opportunity']",1977.0,3.0,2.0,house,117500.0,864.0,This house is the perfect starter home or investment property. Well built just add your own finishing touches. Priced to sell!
78,KENT,OH,44240,DEER TRACE,2004.0,3.0,3.0,Condominium Unit,185000.0,1416.0,"The government sponsored agencies Fannie Mae or Freddie Mac own this property after foreclosing on the original owner. Fannie Mae and Freddie Mac are chartered by the U.S. government to help families of low- and moderate-income to become homeowners. A published list price is stated but any reasonable offer may be considered. Offers go through the published listing agent. This contact can provide more details about this property, as well as the current special financing programs that may be available through Fannie Mae or Freddie Mac.",Brady Lake,,,,,,,,,,,,,,
79,KENT,OH,44240,4650 ESTES DR,1973.0,3.0,2.0,Single Family Home,204900.0,1968.0,"Stunning updated 3 bedroom, 2 full bath home on a picturesque .72 acre wooded private property. This beautiful split level boasts an Open Floor plan that includes a large Vaulted Dining Room and Living Room with a handsome brick fireplace. Newer meticulous White Kitchen updated in 2017 that includes lots of cabinets, stainless steel appliances, and ceramic plank tile. Sliding doors open to the fantastic 3 Season Sunroom with gas fireplace and new laminate flooring. 
The Sunroom offers stunning views of the private backyard. A large wood deck and a patio are perfect for outdoor entertaining. The backyard includes two sheds, one with electric, great storage and workshop space. The second floor includes a large Master Suite with two closets and a private bath including a tiled shower. Two more bedrooms and a second full tiled bath complete the second floor.  A finished lower level with access from the two-car garage boasts a large recreation space, a laundry room, and lots of storage. Additional Updates include... 2019 Hot Water tank, 2015 Waterproofing System, Garage Door and Opener, 2017 Furnace and A/C, newer trim and 6-panel doors throughout, 2020 New Carpet throughout most of the home. Newer Wood Privacy Fence, 2018,  surrounds the entire backyard. Truly a well cared for home.",,,,,,,,,,,,,,,
80,KENT,OH,44240,636 EMICH DR,1970.0,5.0,4.0,Single Family Home,246500.0,2844.0,"This gorgeous 5 bed/3.5 bath Colonial in the heart of the much sought-after subdivision of Riverside is the perfect home for entertaining! Fresh paint inside & new roof in 2014, new furnace & AC in 2016, new carpet throughout & new garbage disposal in 2018, new sump pump in 2019 & new stove & dishwasher in 2020. USA Waterproofing did the basement in 2019 & lifetime warranty transfers to new owners. Walk through the front door & to the right is a huge eat-in kitchen w/ an unbelievable amount of counter/cupboard space, wine rack, island on wheels & pass-through window to the family room. To the left is an incredibly spacious formal living room & dining room. The dining room has French doors leading to a wrap-around deck/Pergola. The immense family room has a wood-burning fireplace w/ two additional sets of French doors leading to the deck. There is also a gazebo & large shed for additional storage. Master bedroom is enormous w/ cathedral ceilings & two walk-in closets. Master bath has tub/shower combo & jet-spa garden tub. There are four additional upstairs bedrooms; two of which have built-in shelves and/or closets; and two of which have cork walls to display messages, pictures & artwork. The basement has two bonus rooms; one of which has a wet bar. There is also a full bath and workshop/utility room. This home is close to the Summit Bike & Hike Trail, shopping, dining, public transportation, major highways, airports, institutions of higher learning and so much more!",,1970.0,5.0,4.0,single_family,246500.0,3564.0,"['central_air', 'city_view', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'community_outdoor_space', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'cathedral_ceiling', 'master_bedroom']",1970.0,5.0,4.0,house,246500.0,2844.0,"This gorgeous 5 bed/3.5 bath Colonial in the heart of the much sought-after subdivision of Riverside is the perfect home for entertaining! Fresh paint inside & new roof in 2014, new furnace & AC in 2016, new carpet throughout & new garbage disposal in 2018, new sump pump in 2019 & new stove & dishwasher in 2020. USA Waterproofing did the basement in 2019 & lifetime warranty transfers to new owners. Walk through the front door & to the right is a huge eat-in kitchen w/ an unbelievable amount of counter/cupboard space, wine rack, island on wheels & pass-through window to the family room. To the left is an incredibly spacious formal living room & dining room. The dining room has French doors leading to a wrap-around deck/Pergola. The immense family room has a wood-burning fireplace w/ two additional sets of French doors leading to the deck. There is also a gazebo & large shed for additional storage. Master bedroom is enormous w/ cathedral ceilings & two walk-in closets. Master bath has tub/shower combo & jet-spa garden tub. There are four additional upstairs bedrooms; two of which have built-in shelves and/or closets; and two of which have cork walls to display messages, pictures & artwork. The basement has two bonus rooms; one of which has a wet bar. There is also a full bath and workshop/utility room. This home is close to the Summit Bike & Hike Trail, shopping, dining, public transportation, major highways, airports, institutions of higher learning and so much more!"
81,KENT,OH,44240,636 EMICH DR,1970.0,5.0,4.0,Single Family Home,246500.0,2844.0,"This gorgeous 5 bed/3.5 bath Colonial in the heart of the much sought-after subdivision of Riverside is the perfect home for entertaining! Fresh paint inside & new roof in 2014, new furnace & AC in 2016, new carpet throughout & new garbage disposal in 2018, new sump pump in 2019 & new stove & dishwasher in 2020. USA Waterproofing did the basement in 2019 & lifetime warranty transfers to new owners. Walk through the front door & to the right is a huge eat-in kitchen w/ an unbelievable amount of counter/cupboard space, wine rack, island on wheels & pass-through window to the family room. To the left is an incredibly spacious formal living room & dining room. The dining room has French doors leading to a wrap-around deck/Pergola. The immense family room has a wood-burning fireplace w/ two additional sets of French doors leading to the deck. There is also a gazebo & large shed for additional storage. Master bedroom is enormous w/ cathedral ceilings & two walk-in closets. Master bath has tub/shower combo & jet-spa garden tub. There are four additional upstairs bedrooms; two of which have built-in shelves and/or closets; and two of which have cork walls to display messages, pictures & artwork. The basement has two bonus rooms; one of which has a wet bar. There is also a full bath and workshop/utility room. This home is close to the Summit Bike & Hike Trail, shopping, dining, public transportation, major highways, airports, institutions of higher learning and so much more!",,1970.0,5.0,4.0,single_family,246500.0,3564.0,"['central_air', 'city_view', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'community_outdoor_space', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'cathedral_ceiling', 'master_bedroom']",1970.0,5.0,4.0,house,246500.0,2844.0,"This gorgeous 5 bed/3.5 bath Colonial in the heart of the much sought-after subdivision of Riverside is the perfect home for entertaining! Fresh paint inside & new roof in 2014, new furnace & AC in 2016, new carpet throughout & new garbage disposal in 2018, new sump pump in 2019 & new stove & dishwasher in 2020. USA Waterproofing did the basement in 2019 & lifetime warranty transfers to new owners. Walk through the front door & to the right is a huge eat-in kitchen w/ an unbelievable amount of counter/cupboard space, wine rack, island on wheels & pass-through window to the family room. To the left is an incredibly spacious formal living room & dining room. The dining room has French doors leading to a wrap-around deck/Pergola. The immense family room has a wood-burning fireplace w/ two additional sets of French doors leading to the deck. There is also a gazebo & large shed for additional storage. Master bedroom is enormous w/ cathedral ceilings & two walk-in closets. Master bath has tub/shower combo & jet-spa garden tub. There are four additional upstairs bedrooms; two of which have built-in shelves and/or closets; and two of which have cork walls to display messages, pictures & artwork. The basement has two bonus rooms; one of which has a wet bar. There is also a full bath and workshop/utility room. This home is close to the Summit Bike & Hike Trail, shopping, dining, public transportation, major highways, airports, institutions of higher learning and so much more!"
82,KENT,OH,44240,234 SHAW DR,2016.0,2.0,2.0,Condominium Unit,279900.0,1856.0,"Just open the door and move into this exquisite turn key ranch with upgrades galour . Open floor concept , Dramatic
vaulted Great room that features gas log fireplace, ceiling fan. Enjoy the bright and airy 4 season sun room. Large
dining room with beautiful custom barnwood feature wall . The chefs kitchen features a sun tunnel that brings in
beautiful sunshine , granite countertops , under cabinet lighting , breakfast bar, cabinets galour. first floor laundry
and ample storage. Master bedroom suite is vaulted and boasts a beautiful master bath with double vanity , granite counter tops, private
shower ,linen closet and walk in closet, ceiling sun tunnel brings in the natural light. the garage is heated and has an
epoxy floor that makes the garage a sanctuary for your vehicals. Private views to enjoy on the patio.
The home interior has just been professionally painted , the upgrades included in this build were spectacular. Just
move in and say I'm home! The community provides exclusive access to the Clubhouse , heated pool, a 24/7 fitness
center, and a beautifully furnished social room complete with full entertainers kitchen, billiards, large screen TV, and
many hosted social events throughout",,2016.0,2.0,2.0,condos,279900.0,1856.0,"['central_air', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'den_or_office', 'dining_room', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'furnished', 'pets_allowed', 'recreation_facilities', 'view', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'master_bedroom', 'master_suite', 'farm', 'ranch']",2016.0,2.0,2.0,condominium,279900.0,1856.0,"Just open the door and move into this exquisite turn key ranch with upgrades galore. Open floor concept, dramatic vaulted Great room that features gas log fireplace, ceiling fan. Enjoy the bright and airy 4 season sun room. Large dining room with beautiful custom barn wood feature wall. The chefs kitchen features a sun tunnel that brings in beautiful sunshine, granite counter tops, under cabinet lighting, breakfast bar, cabinets galore. First floor laundry and ample storage. Master bedroom suite is vaulted and boasts a beautiful master bath with double vanity, granite counter tops, private shower, linen closet and walk-in closet, ceiling sun tunnel brings in the natural light. The garage is heated and has an epoxy floor that makes the garage a sanctuary for your vehicles. Private views to enjoy on the patio. The home interior has just been professionally painted, the upgrades included in this build were spectacular. Just move in and say I'm home! The community provides exclusive access to the Clubhouse, heated pool, a 24/7 fitness center and a beautifully furnished social room complete with full entertainers kitchen, billiards, large screen TV and many hosted social events throughout."
83,KENT,OH,44240,415 GOUGLER AVE,1835.0,4.0,2.0,Multi-family,1.0,1491.0,"AUCTION - One duplex on river.  PUBLIC AUCTION AUG. 1, 2020 @ 10:00 am.  ""AS-IS"" , WHERE AS WITH NO REPRESENTATIONS OR WARRANTIES.  A 10% Buyers premium to be added to bid to establish sales price, 10% deposit, balance in 30 days.  WILL BE SOLD SEPARATE & TOGETHER with  2nd auction @ 425 Gougler.  All information at auction takes precedent over listing information from sources to be true but not guaranteed.  PROPERTY WILL BE OPEN 1 HR. PRIOR TO SALE.",,1835.0,4.0,2.0,multi_family,,1491.0,"['city_view', 'forced_air', 'view', 'basement', 'two_or_more_stories', 'waterfront']",,,,,,,
84,KENT,OH,44240,BOWMAN,1962.0,3.0,2.0,Single Family Home,1133.0,1332.0,"This listing is For Sale by Owner. Some owners may offer special financing, like Rent to Own. Even though a homeowner chooses FSBO to save money on real estate fees, those savings can be passed on to the buyer as a lower purchase price. Some FSBO homeowners may also offer flexible financing options, including Owner Financing (a good alternative to a bank loan) or Rent to Own. The Rent to Own option would allow you to rent this home for a period of time with an option to purchase it for a predetermined price after the rental period. This gives you time to build up your credit and accumulate your down payment, all while living in the home of your dreams!",Downtown Kent,,,,,,,,,,,,,,
85,KENT,OH,44240,425 DODGE ST,1890.0,3.0,1.0,Single Family Home,69850.0,1456.0,"Rustic and charming with lots of potential for the price! Spacious living room and family room area, either could also be used as play room, dining area, whatever you wish!  Two bedrooms on the first floor AND a full bathroom!  Upstairs is a good sized bedroom and a loft area that could serve as an office or extra living space.  Newer furnace 5 years, newer carpeting 9/2019, and low maintenance vinyl siding. Carport and 2 car garage, plus partially fenced large yard make the possibilities endless! Bring your paint brush and decorating ideas because this one will be gone super fast!!",,1890.0,3.0,1.0,single_family,69850.0,1456.0,"['carport', 'community_outdoor_space', 'den_or_office', 'family_room', 'forced_air', 'recreation_facilities', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'fenced_yard']",1890.0,3.0,1.0,house,69850.0,1456.0,"Rustic and charming with lots of potential for the price! Spacious living room and family room area, either could also be used as play room, dining area, whatever you wish! Two bedrooms on the first floor AND a full bathroom! Upstairs is a good sized bedroom and a loft area that could serve as an office or extra living space. Newer furnace 5 years, newer carpeting 9/2019, and low maintenance vinyl siding. Carport and 2 car garage, plus partially fenced large yard make the possibilities endless! Bring your paint brush and decorating ideas because this one will be gone super fast!!"
86,KENT,OH,44240,2855 OLD FORGE RD,1850.0,4.0,2.0,Single Family Home,495000.0,2054.0,"Absolutely amazing Gentleman's Farm! Start with an 1850's Picturesque farmhouse totally remodeled to current standards! Lovely open kitchen with new stainless appliances overlooks a beautiful 24x14 living room highlighting inlaid maple flooring and cozy fireplace. Lots of space to entertain! Large master suite with huge 11x10 walk in closet and private 25x6' balcony overlooking the entire farm. Home offers FREE Gas heat with Furnace and Central air updated 12 yrs. ago, Updated wiring, newer hot water heater. Outside is even better! Great outdoor area with connecting 25'x17' deck and 16x23' deck. Nearest the house is a 36x64 building w/ full In-Law Suite with kitchen, bathroom, living area, laundry, central air and FREE GAS HEAT! This building includes a separate 4 car garage with its own electric, plumbing, and heating built in 2006. Next is a 40x64 pole building with double 12' doors, 6"" thick concrete floors, half basketball court and separate 100 amp electric and water, built in 1993. Finally, is a 32x64 Pole building built in 2005 with 12' door, 6"" thick concrete floors, 100-amp service and water. Pasture has high tensile fencing ready for your cattle or houses! Impeccable landscaping, fire pits and a custom-built chicken coop and goat barn. All of this allows you to multi-purpose your own mini farm, business, hobbies, and country living at its best! Schedule your private viewing today! All mineral rights to transfer with home including FREE GAS!!",,1850.0,4.0,2.0,single_family,495000.0,2054.0,"['central_air', 'community_outdoor_space', 'dining_room', 'fireplace', 'forced_air', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'modern_kitchen', 'open_kitchen', 'basketball_court', 'master_suite', 'rental_property', 'farm']",1850.0,4.0,2.0,house,495000.0,2054.0,"Absolutely amazing Gentleman's Farm! Start with an 1850's Picturesque farmhouse totally remodeled to current standards! Lovely open kitchen with new granite countertops and stainless appliances overlooking a beautiful 24x14 living room highlighting inlaid maple flooring and cozy fireplace. Lots of space to entertain! Large master suite with huge 11x10 walk in closet and private 25x6' balcony overlooking the entire farm. Home offers FREE Gas heat with Furnace and Central air updated 12 yrs. ago, Updated wiring, newer hot water heater. Outside is even better! Great outdoor area with connecting 25'x17' deck and 16x23' deck. Nearest the house is a 36x64 building w/ full In-Law Suite with kitchen, bathroom, living area, laundry, central air and FREE GAS HEAT! This building includes a separate 4 car garage with its own electric, plumbing, and heating built in 2006. Next is a 40x64 pole building with double 12' doors, 6"" thick concrete floors, half basketball court and separate 100 amp electric and water, built in 1993. Finally, is a 32x64 Pole building built in 2005 with 12' door, 6"" thick concrete floors, 100-amp service and water. Pasture has high tensile fencing ready for your cattle or houses! Impeccable landscaping, fire pits and a custom-built chicken coop and goat barn. All of this allows you to multi-purpose your own mini farm, business, hobbies, and country living at its best! Schedule your private viewing today! All mineral rights to transfer with home including FREE GAS!"
87,KENT,OH,44240,IRMA,1901.0,3.0,1.0,Single Family Home,146000.0,1323.0,"This is a HUD Home that the government's Department of Housing and Urban Development foreclosed on after the original owner stopped making payments. This home is sold via an auction process whereby the highest bidder wins the home, but usually at prices affordable for lower-income families. Owner-occupants are given preference before investors. The list price is provided but any reasonable bid may be submitted. All bids must be issued through a registered HUD agent.",,,,,,,,,,,,,,,
